Outcome,Variant,Sex,Model,predicted,observed,n
Statins,PostIndex,Women,SGD classifier,0.13899145253004522,0.14655172413793102,116
Statins,PostIndex,Women,SGD classifier,0.18569267870798806,0.21551724137931033,116
Statins,PostIndex,Women,SGD classifier,0.24583014166950076,0.22413793103448276,116
Statins,PostIndex,Women,SGD classifier,0.3193476817078273,0.3448275862068966,116
Statins,PostIndex,Women,SGD classifier,0.434788241090622,0.31896551724137934,116
Statins,PostIndex,Women,SGD classifier,0.6290415729629545,0.5565217391304348,115
Statins,PostIndex,Women,SGD classifier,0.8902926675968111,0.7739130434782608,115
Statins,PostIndex,Women,K-nearest neighbors,0.0,0.27586206896551724,116
Statins,PostIndex,Women,K-nearest neighbors,0.0,0.23275862068965517,116
Statins,PostIndex,Women,K-nearest neighbors,0.0,0.2413793103448276,116
Statins,PostIndex,Women,K-nearest neighbors,0.005747126436781609,0.25862068965517243,116
Statins,PostIndex,Women,K-nearest neighbors,0.33333333333333337,0.3275862068965517,116
Statins,PostIndex,Women,K-nearest neighbors,0.33333333333333337,0.3017241379310345,116
Statins,PostIndex,Women,K-nearest neighbors,0.33333333333333337,0.28448275862068967,116
Statins,PostIndex,Women,K-nearest neighbors,0.33333333333333337,0.3620689655172414,116
Statins,PostIndex,Women,K-nearest neighbors,0.5942028985507248,0.3652173913043478,115
Statins,PostIndex,Women,K-nearest neighbors,0.7507246376811595,0.45217391304347826,115
Statins,PostIndex,Men,Penalised logistic regression,0.04800239017583131,0.09433962264150944,106
Statins,PostIndex,Men,Penalised logistic regression,0.08188983200935428,0.04716981132075472,106
Statins,PostIndex,Men,Penalised logistic regression,0.10741780562295936,0.10476190476190476,105
Statins,PostIndex,Men,Penalised logistic regression,0.1349109159004363,0.13333333333333333,105
Statins,PostIndex,Men,Penalised logistic regression,0.17235457276974817,0.20952380952380953,105
Statins,PostIndex,Men,Penalised logistic regression,0.21884827182506222,0.17142857142857143,105
Statins,PostIndex,Men,Penalised logistic regression,0.2752794812083479,0.2761904761904762,105
Statins,PostIndex,Men,Penalised logistic regression,0.367769365113911,0.3619047619047619,105
Statins,PostIndex,Men,Penalised logistic regression,0.5545212646936717,0.5714285714285714,105
Statins,PostIndex,Men,Penalised logistic regression,0.8587898106481686,0.7619047619047619,105
Statins,PostIndex,Men,Random forest,0.05641509433962263,0.05660377358490566,106
Statins,PostIndex,Men,Random forest,0.11773584905660381,0.1320754716981132,106
Statins,PostIndex,Men,Random forest,0.16285714285714284,0.11428571428571428,105
Statins,PostIndex,Men,Random forest,0.21047619047619048,0.14285714285714285,105
Statins,PostIndex,Men,Random forest,0.2493333333333333,0.1619047619047619,105
Statins,PostIndex,Men,Random forest,0.29066666666666663,0.21904761904761905,105
Statins,PostIndex,Men,Random forest,0.34076190476190477,0.26666666666666666,105
Statins,PostIndex,Men,Random forest,0.4055238095238095,0.3619047619047619,105
Statins,PostIndex,Men,Random forest,0.487047619047619,0.6095238095238096,105
Statins,PostIndex,Men,Random forest,0.628,0.6666666666666666,105
Statins,PostIndex,Men,Neural network,0.021585451174270798,0.10377358490566038,106
Statins,PostIndex,Men,Neural network,0.05471938890491846,0.1320754716981132,106
Statins,PostIndex,Men,Neural network,0.08557986925440643,0.09523809523809523,105
Statins,PostIndex,Men,Neural network,0.11601077510880975,0.19047619047619047,105
Statins,PostIndex,Men,Neural network,0.15542849026708364,0.2,105
Statins,PostIndex,Men,Neural network,0.20797866970106216,0.20952380952380953,105
Statins,PostIndex,Men,Neural network,0.27606544712868647,0.20952380952380953,105
Statins,PostIndex,Men,Neural network,0.3812763295431629,0.4095238095238095,105
Statins,PostIndex,Men,Neural network,0.5420506996820477,0.4857142857142857,105
Statins,PostIndex,Men,Neural network,0.8267098480440802,0.6952380952380952,105
Statins,PostIndex,Men,XGBoost,0.0008236085996031761,0.08490566037735849,106
Statins,PostIndex,Men,XGBoost,0.0021958451252430677,0.12264150943396226,106
Statins,PostIndex,Men,XGBoost,0.004329353105276823,0.06666666666666667,105
Statins,PostIndex,Men,XGBoost,0.00803696271032095,0.08571428571428572,105
Statins,PostIndex,Men,XGBoost,0.015994258224964142,0.19047619047619047,105
Statins,PostIndex,Men,XGBoost,0.03407793119549751,0.21904761904761905,105
Statins,PostIndex,Men,XGBoost,0.08005739003419876,0.2761904761904762,105
Statins,PostIndex,Men,XGBoost,0.2611514627933502,0.29523809523809524,105
Statins,PostIndex,Men,XGBoost,0.7921901941299438,0.5333333333333333,105
Statins,PostIndex,Men,XGBoost,0.9899703860282898,0.8571428571428571,105
Statins,PostIndex,Men,Gradient boosting,0.09718769407667276,0.05660377358490566,106
Statins,PostIndex,Men,Gradient boosting,0.1104513619833044,0.05660377358490566,106
Statins,PostIndex,Men,Gradient boosting,0.1252858158523725,0.05714285714285714,105
Statins,PostIndex,Men,Gradient boosting,0.1539488000963854,0.1619047619047619,105
Statins,PostIndex,Men,Gradient boosting,0.1858452292073895,0.1523809523809524,105
Statins,PostIndex,Men,Gradient boosting,0.2147529510080003,0.1523809523809524,105
Statins,PostIndex,Men,Gradient boosting,0.2518455935297764,0.34285714285714286,105
Statins,PostIndex,Men,Gradient boosting,0.3297424773689506,0.2857142857142857,105
Statins,PostIndex,Men,Gradient boosting,0.6145177367025006,0.580952380952381,105
Statins,PostIndex,Men,Gradient boosting,0.8177105295130707,0.8857142857142857,105
Statins,PostIndex,Men,Histogram gradient boosting,0.0505583218373129,0.12264150943396226,106
Statins,PostIndex,Men,Histogram gradient boosting,0.07063848324940436,0.0660377358490566,106
Statins,PostIndex,Men,Histogram gradient boosting,0.08876241578128552,0.09523809523809523,105
Statins,PostIndex,Men,Histogram gradient boosting,0.11212453974913936,0.12380952380952381,105
Statins,PostIndex,Men,Histogram gradient boosting,0.14175733886006836,0.13333333333333333,105
Statins,PostIndex,Men,Histogram gradient boosting,0.18592412025026617,0.20952380952380953,105
Statins,PostIndex,Men,Histogram gradient boosting,0.2507220821685721,0.24761904761904763,105
Statins,PostIndex,Men,Histogram gradient boosting,0.37588792592318315,0.3047619047619048,105
Statins,PostIndex,Men,Histogram gradient boosting,0.6182397310856894,0.5523809523809524,105
Statins,PostIndex,Men,Histogram gradient boosting,0.8880571625376459,0.8761904761904762,105
Statins,PostIndex,Men,Bagging,0.03190394511149229,0.08490566037735849,106
Statins,PostIndex,Men,Bagging,0.07701543739279587,0.0660377358490566,106
Statins,PostIndex,Men,Bagging,0.12025974025974022,0.13333333333333333,105
Statins,PostIndex,Men,Bagging,0.16632034632034634,0.14285714285714285,105
Statins,PostIndex,Men,Bagging,0.20692640692640688,0.18095238095238095,105
Statins,PostIndex,Men,Bagging,0.252987012987013,0.1619047619047619,105
Statins,PostIndex,Men,Bagging,0.31012987012987014,0.2571428571428571,105
Statins,PostIndex,Men,Bagging,0.40813852813852813,0.2761904761904762,105
Statins,PostIndex,Men,Bagging,0.6212987012987015,0.580952380952381,105
Statins,PostIndex,Men,Bagging,0.8043290043290044,0.8476190476190476,105
Statins,PostIndex,Men,SGD classifier,0.015906230331138336,0.10377358490566038,106
Statins,PostIndex,Men,SGD classifier,0.04063806404282912,0.07547169811320754,106
Statins,PostIndex,Men,SGD classifier,0.0641456929572891,0.1523809523809524,105
Statins,PostIndex,Men,SGD classifier,0.09927658475884521,0.19047619047619047,105
Statins,PostIndex,Men,SGD classifier,0.14516566890280863,0.20952380952380953,105
Statins,PostIndex,Men,SGD classifier,0.21432311151828762,0.20952380952380953,105
Statins,PostIndex,Men,SGD classifier,0.31328917169216686,0.24761904761904763,105
Statins,PostIndex,Men,SGD classifier,0.46113709910611916,0.3333333333333333,105
Statins,PostIndex,Men,SGD classifier,0.6792567094923759,0.5238095238095238,105
Statins,PostIndex,Men,SGD classifier,0.9140415688646285,0.6857142857142857,105
Statins,PostIndex,Men,K-nearest neighbors,0.0,0.25471698113207547,106
Statins,PostIndex,Men,K-nearest neighbors,0.0,0.2830188679245283,106
Statins,PostIndex,Men,K-nearest neighbors,0.0,0.18095238095238095,105
Statins,PostIndex,Men,K-nearest neighbors,0.0,0.23809523809523808,105
Statins,PostIndex,Men,K-nearest neighbors,0.23809523809523808,0.3047619047619048,105
Statins,PostIndex,Men,K-nearest neighbors,0.3333333333333333,0.3047619047619048,105
Statins,PostIndex,Men,K-nearest neighbors,0.3333333333333333,0.22857142857142856,105
Statins,PostIndex,Men,K-nearest neighbors,0.3333333333333333,0.26666666666666666,105
Statins,PostIndex,Men,K-nearest neighbors,0.5523809523809524,0.3142857142857143,105
Statins,PostIndex,Men,K-nearest neighbors,0.7269841269841271,0.3523809523809524,105
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.052364863471852756,0.07758620689655173,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.07714959352140734,0.05172413793103448,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.09315258434880642,0.10344827586206896,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.10981526895581313,0.1206896551724138,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.13014020097086296,0.08620689655172414,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.1565811909535057,0.14655172413793102,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.19567763946417152,0.21551724137931033,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.2740463579758978,0.3103448275862069,116
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.4415446772655486,0.46956521739130436,115
Antihypertensives,PostIndex,Women,Penalised logistic regression,0.7726906050109289,0.808695652173913,115
Antihypertensives,PostIndex,Women,Random forest,0.04468470917638418,0.1206896551724138,116
Antihypertensives,PostIndex,Women,Random forest,0.0953933223060412,0.08620689655172414,116
Antihypertensives,PostIndex,Women,Random forest,0.12873367380915976,0.07758620689655173,116
Antihypertensives,PostIndex,Women,Random forest,0.1638428034134554,0.1810344827586207,116
Antihypertensives,PostIndex,Women,Random forest,0.2035616460530083,0.15517241379310345,116
Antihypertensives,PostIndex,Women,Random forest,0.23953243852112313,0.15517241379310345,116
Antihypertensives,PostIndex,Women,Random forest,0.2882324525134426,0.21551724137931033,116
Antihypertensives,PostIndex,Women,Random forest,0.34251404737720625,0.29310344827586204,116
Antihypertensives,PostIndex,Women,Random forest,0.4191451220651774,0.46956521739130436,115
Antihypertensives,PostIndex,Women,Random forest,0.5375555236010815,0.6347826086956522,115
Antihypertensives,PostIndex,Women,Neural network,1.0716817401191661e-07,0.09482758620689655,116
Antihypertensives,PostIndex,Women,Neural network,3.6360920143764713e-06,0.10344827586206896,116
Antihypertensives,PostIndex,Women,Neural network,2.44312805504898e-05,0.10344827586206896,116
Antihypertensives,PostIndex,Women,Neural network,0.00011222460122251081,0.1896551724137931,116
Antihypertensives,PostIndex,Women,Neural network,0.000427668742685635,0.14655172413793102,116
Antihypertensives,PostIndex,Women,Neural network,0.002035369495967696,0.1896551724137931,116
Antihypertensives,PostIndex,Women,Neural network,0.014588702326333433,0.29310344827586204,116
Antihypertensives,PostIndex,Women,Neural network,0.09794276793011748,0.29310344827586204,116
Antihypertensives,PostIndex,Women,Neural network,0.6229596058942466,0.3565217391304348,115
Antihypertensives,PostIndex,Women,Neural network,0.9894014069151581,0.6173913043478261,115
Antihypertensives,PostIndex,Women,XGBoost,0.00029444374376907945,0.10344827586206896,116
Antihypertensives,PostIndex,Women,XGBoost,0.0009245756664313376,0.06896551724137931,116
Antihypertensives,PostIndex,Women,XGBoost,0.0018551080720499158,0.09482758620689655,116
Antihypertensives,PostIndex,Women,XGBoost,0.0036434747744351625,0.1206896551724138,116
Antihypertensives,PostIndex,Women,XGBoost,0.007857533171772957,0.14655172413793102,116
Antihypertensives,PostIndex,Women,XGBoost,0.016407283022999763,0.14655172413793102,116
Antihypertensives,PostIndex,Women,XGBoost,0.03806121274828911,0.1810344827586207,116
Antihypertensives,PostIndex,Women,XGBoost,0.12326879054307938,0.3448275862068966,116
Antihypertensives,PostIndex,Women,XGBoost,0.4513377249240875,0.41739130434782606,115
Antihypertensives,PostIndex,Women,XGBoost,0.9078080654144287,0.7652173913043478,115
Antihypertensives,PostIndex,Women,Gradient boosting,0.07503141835727878,0.07758620689655173,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.08679270094383781,0.0603448275862069,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.09752735770616126,0.14655172413793102,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.11289571216476205,0.09482758620689655,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.1337225252712622,0.09482758620689655,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.15779642254848508,0.12931034482758622,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.19258484449338303,0.20689655172413793,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.2628356466790524,0.27586206896551724,116
Antihypertensives,PostIndex,Women,Gradient boosting,0.4283183652251615,0.4782608695652174,115
Antihypertensives,PostIndex,Women,Gradient boosting,0.7202742085478547,0.8260869565217391,115
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.02981356319201383,0.0603448275862069,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.04791192657730063,0.1206896551724138,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.06458474625970875,0.15517241379310345,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.08293631289974997,0.0603448275862069,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.10924165680691748,0.1206896551724138,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.14481703306415913,0.16379310344827586,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.19008643710454487,0.27586206896551724,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.2839176435136525,0.21551724137931033,116
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.4785792913906118,0.45217391304347826,115
Antihypertensives,PostIndex,Women,Histogram gradient boosting,0.7701726754539924,0.7652173913043478,115
Antihypertensives,PostIndex,Women,Bagging,0.021724137931034487,0.08620689655172414,116
Antihypertensives,PostIndex,Women,Bagging,0.05206896551724137,0.08620689655172414,116
Antihypertensives,PostIndex,Women,Bagging,0.08155172413793102,0.11206896551724138,116
Antihypertensives,PostIndex,Women,Bagging,0.11735632183908044,0.08620689655172414,116
Antihypertensives,PostIndex,Women,Bagging,0.15844827586206894,0.09482758620689655,116
Antihypertensives,PostIndex,Women,Bagging,0.2052298850574713,0.1896551724137931,116
Antihypertensives,PostIndex,Women,Bagging,0.2616091954022988,0.2413793103448276,116
Antihypertensives,PostIndex,Women,Bagging,0.33051724137931043,0.19827586206896552,116
Antihypertensives,PostIndex,Women,Bagging,0.4688115942028987,0.46956521739130436,115
Antihypertensives,PostIndex,Women,Bagging,0.7141449275362318,0.8260869565217391,115
Antihypertensives,PostIndex,Women,SGD classifier,0.012206943147585265,0.11206896551724138,116
Antihypertensives,PostIndex,Women,SGD classifier,0.031582756601068566,0.10344827586206896,116
Antihypertensives,PostIndex,Women,SGD classifier,0.05117582414595689,0.09482758620689655,116
Antihypertensives,PostIndex,Women,SGD classifier,0.07130973672570104,0.15517241379310345,116
Antihypertensives,PostIndex,Women,SGD classifier,0.09891225367965689,0.12931034482758622,116
Antihypertensives,PostIndex,Women,SGD classifier,0.14462827602494344,0.19827586206896552,116
Antihypertensives,PostIndex,Women,SGD classifier,0.21110870604161028,0.15517241379310345,116
Antihypertensives,PostIndex,Women,SGD classifier,0.31498076206466774,0.23275862068965517,116
Antihypertensives,PostIndex,Women,SGD classifier,0.5297529022876528,0.4434782608695652,115
Antihypertensives,PostIndex,Women,SGD classifier,0.8624941760486567,0.7652173913043478,115
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.0,0.19827586206896552,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.0,0.23275862068965517,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.0,0.19827586206896552,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.07860931116348785,0.25,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.16808939840967155,0.20689655172413793,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.19329220536355618,0.2413793103448276,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.2377522281521654,0.2672413793103448,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.34955484848773033,0.28448275862068967,116
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.43303456643953514,0.24347826086956523,115
Antihypertensives,PostIndex,Women,K-nearest neighbors,0.6196511251785268,0.2608695652173913,115
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.06382116905366385,0.05660377358490566,106
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.08111722418325704,0.07547169811320754,106
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.09548645191792211,0.1523809523809524,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.11129170580260155,0.13333333333333333,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.1355365904462419,0.14285714285714285,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.1673259482603053,0.19047619047619047,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.21057170712650952,0.22857142857142856,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.2971496093288652,0.2761904761904762,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.481615768627011,0.49523809523809526,105
Antihypertensives,PostIndex,Men,Penalised logistic regression,0.8234666518721313,0.7523809523809524,105
Antihypertensives,PostIndex,Men,Random forest,0.05983118172790468,0.11320754716981132,106
Antihypertensives,PostIndex,Men,Random forest,0.10089374379344589,0.11320754716981132,106
Antihypertensives,PostIndex,Men,Random forest,0.13759398496240602,0.10476190476190476,105
Antihypertensives,PostIndex,Men,Random forest,0.1778947368421053,0.14285714285714285,105
Antihypertensives,PostIndex,Men,Random forest,0.21553884711779445,0.17142857142857143,105
Antihypertensives,PostIndex,Men,Random forest,0.25704260651629074,0.19047619047619047,105
Antihypertensives,PostIndex,Men,Random forest,0.304812030075188,0.17142857142857143,105
Antihypertensives,PostIndex,Men,Random forest,0.37298245614035086,0.38095238095238093,105
Antihypertensives,PostIndex,Men,Random forest,0.44691729323308277,0.4857142857142857,105
Antihypertensives,PostIndex,Men,Random forest,0.5471177944862156,0.6285714285714286,105
Antihypertensives,PostIndex,Men,Neural network,6.973325330046545e-06,0.14150943396226415,106
Antihypertensives,PostIndex,Men,Neural network,8.80697058276068e-05,0.1792452830188679,106
Antihypertensives,PostIndex,Men,Neural network,0.00037148650901819866,0.09523809523809523,105
Antihypertensives,PostIndex,Men,Neural network,0.0012377024040508954,0.1523809523809524,105
Antihypertensives,PostIndex,Men,Neural network,0.004026547554368598,0.21904761904761905,105
Antihypertensives,PostIndex,Men,Neural network,0.01159238228204372,0.13333333333333333,105
Antihypertensives,PostIndex,Men,Neural network,0.0426261738806361,0.23809523809523808,105
Antihypertensives,PostIndex,Men,Neural network,0.17624084917493693,0.29523809523809524,105
Antihypertensives,PostIndex,Men,Neural network,0.694888419000318,0.41904761904761906,105
Antihypertensives,PostIndex,Men,Neural network,0.9895478518498109,0.6285714285714286,105
Antihypertensives,PostIndex,Men,XGBoost,0.0002655548451002687,0.10377358490566038,106
Antihypertensives,PostIndex,Men,XGBoost,0.0007834870484657586,0.1509433962264151,106
Antihypertensives,PostIndex,Men,XGBoost,0.001750961528159678,0.11428571428571428,105
Antihypertensives,PostIndex,Men,XGBoost,0.003423350164666772,0.13333333333333333,105
Antihypertensives,PostIndex,Men,XGBoost,0.0065574985928833485,0.12380952380952381,105
Antihypertensives,PostIndex,Men,XGBoost,0.014025187119841576,0.17142857142857143,105
Antihypertensives,PostIndex,Men,XGBoost,0.04399007558822632,0.19047619047619047,105
Antihypertensives,PostIndex,Men,XGBoost,0.15922339260578156,0.29523809523809524,105
Antihypertensives,PostIndex,Men,XGBoost,0.623408317565918,0.4857142857142857,105
Antihypertensives,PostIndex,Men,XGBoost,0.9693388938903809,0.7333333333333333,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.09711880283855197,0.03773584905660377,106
Antihypertensives,PostIndex,Men,Gradient boosting,0.10317343385606947,0.1320754716981132,106
Antihypertensives,PostIndex,Men,Gradient boosting,0.10906433258702013,0.11428571428571428,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.12053811090463369,0.18095238095238095,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.13744360647627354,0.11428571428571428,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.15649753484041354,0.24761904761904763,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.18756536214169336,0.18095238095238095,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.260728795813594,0.19047619047619047,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.5071762188562098,0.5714285714285714,105
Antihypertensives,PostIndex,Men,Gradient boosting,0.7619506407106836,0.7333333333333333,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.023986148552362457,0.09433962264150944,106
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.04022058666452146,0.1320754716981132,106
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.054266402224699535,0.10476190476190476,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.06962533189493818,0.13333333333333333,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.08864303615626096,0.13333333333333333,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.1242270786146568,0.1619047619047619,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.1857121573640555,0.20952380952380953,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.29983773770402844,0.29523809523809524,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.5434256616425545,0.47619047619047616,105
Antihypertensives,PostIndex,Men,Histogram gradient boosting,0.8358114883148732,0.7619047619047619,105
Antihypertensives,PostIndex,Men,Bagging,0.04275074478649454,0.12264150943396226,106
Antihypertensives,PostIndex,Men,Bagging,0.07929493545183716,0.11320754716981132,106
Antihypertensives,PostIndex,Men,Bagging,0.10676691729323307,0.09523809523809523,105
Antihypertensives,PostIndex,Men,Bagging,0.14255639097744363,0.09523809523809523,105
Antihypertensives,PostIndex,Men,Bagging,0.17654135338345864,0.2,105
Antihypertensives,PostIndex,Men,Bagging,0.21754385964912276,0.2,105
Antihypertensives,PostIndex,Men,Bagging,0.2635087719298246,0.1619047619047619,105
Antihypertensives,PostIndex,Men,Bagging,0.3312781954887218,0.21904761904761905,105
Antihypertensives,PostIndex,Men,Bagging,0.5361904761904762,0.5142857142857142,105
Antihypertensives,PostIndex,Men,Bagging,0.7140852130325814,0.780952380952381,105
Antihypertensives,PostIndex,Men,SGD classifier,0.012509516387110335,0.1320754716981132,106
Antihypertensives,PostIndex,Men,SGD classifier,0.028927885826637172,0.10377358490566038,106
Antihypertensives,PostIndex,Men,SGD classifier,0.048517614363571354,0.14285714285714285,105
Antihypertensives,PostIndex,Men,SGD classifier,0.07124118598178206,0.1523809523809524,105
Antihypertensives,PostIndex,Men,SGD classifier,0.09991631341264307,0.14285714285714285,105
Antihypertensives,PostIndex,Men,SGD classifier,0.1476218910638363,0.23809523809523808,105
Antihypertensives,PostIndex,Men,SGD classifier,0.22968225924566735,0.2,105
Antihypertensives,PostIndex,Men,SGD classifier,0.3534858005798802,0.2571428571428571,105
Antihypertensives,PostIndex,Men,SGD classifier,0.590464757723491,0.4857142857142857,105
Antihypertensives,PostIndex,Men,SGD classifier,0.90816382103879,0.6476190476190476,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.0,0.2358490566037736,106
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.0,0.1509433962264151,106
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.0,0.2761904761904762,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.12436624182570608,0.26666666666666666,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.17845228866218574,0.2761904761904762,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.2007750998328618,0.23809523809523808,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.24842503987770204,0.26666666666666666,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.36211068933650825,0.24761904761904763,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.44355046066113346,0.21904761904761905,105
Antihypertensives,PostIndex,Men,K-nearest neighbors,0.6442725718546468,0.3238095238095238,105
